"","createDt","deathCnt","defCnt","gubun","gubunCn","gubunEn","incDec","isolClearCnt","isolIngCnt","localOccCnt","overFlowCnt","qurRate","seq","stdDay","updateDt"
"1","2020-11-28 09:39:41.798",0,2164,"검역","隔離區","Lazaretto",3,1619,545,0,3,"0",5973,"2020년 11월 28일 00시","null"
"2","2020-11-28 09:39:41.798",0,78,"제주","<U+6D4E>州","Jeju",2,60,18,2,0,"12",5972,"2020년 11월 28일 00시","null"
"3","2020-11-28 09:39:41.798",1,590,"경남","<U+5E86>南","Gyeongsangnam-do",14,376,213,13,1,"18",5971,"2020년 11월 28일 00시","null"
"4","2020-11-28 09:39:41.798",57,1689,"경북","<U+5E86>北","Gyeongsangbuk-do",5,1547,85,4,1,"63",5970,"2020년 11월 28일 00시","null"
"5","2020-11-28 09:39:41.797",2,400,"전남","全南","Jeollanam-do",7,198,200,7,0,"21",5969,"2020년 11월 28일 00시","null"
"6","2020-11-28 09:39:41.797",2,301,"전북","全北","Jeollabuk-do",9,173,126,9,0,"17",5968,"2020년 11월 28일 00시","null"
"7","2020-11-28 09:39:41.797",8,881,"충남","忠南","Chungcheongnam-do",17,654,219,14,3,"42",5967,"2020년 11월 28일 00시","null"
"8","2020-11-28 09:39:41.797",3,283,"충북","忠北","Chungcheongbuk-do",24,203,77,23,1,"18",5966,"2020년 11월 28일 00시","null"
"9","2020-11-28 09:39:41.797",6,625,"강원","江原","Gangwon-do",33,382,237,33,0,"41",5965,"2020년 11월 28일 00시","null"
"10","2020-11-28 09:39:41.797",116,7107,"경기","京畿","Gyeonggi-do",126,5770,1221,122,4,"54",5964,"2020년 11월 28일 00시","null"
"11","2020-11-28 09:39:41.797",0,96,"세종","世宗","Sejong",0,83,13,0,0,"28",5963,"2020년 11월 28일 00시","null"
"12","2020-11-28 09:39:41.796",2,195,"울산","蔚山","Ulsan",3,164,29,3,0,"17",5962,"2020년 11월 28일 00시","null"
"13","2020-11-28 09:39:41.796",6,483,"대전","大田","Daejeon",13,446,31,13,0,"33",5961,"2020년 11월 28일 00시","null"
"14","2020-11-28 09:39:41.796",3,675,"광주","光州","Gwangju",16,562,110,14,2,"46",5960,"2020년 11월 28일 00시","null"
"15","2020-11-28 09:39:41.796",11,1354,"인천","仁川","Incheon",25,1066,277,25,0,"46",5959,"2020년 11월 28일 00시","null"
"16","2020-11-28 09:39:41.796",199,7225,"대구","大邱","Daegu",1,6996,30,1,0,"297",5958,"2020년 11월 28일 00시","null"
"17","2020-11-28 09:39:41.796",15,735,"부산","釜山","Busan",28,595,125,27,1,"22",5957,"2020년 11월 28일 00시","null"
"18","2020-11-28 09:39:41.795",91,8494,"서울","首<U+5C14>","Seoul",178,6455,1948,176,2,"87",5956,"2020년 11월 28일 00시","null"
"19","2020-11-28 09:39:41.795",522,33375,"합계","合<U+8BA1>","Total",504,27349,5504,486,18,"64",5955,"2020년 11월 28일 00시","null"
"20","2020-11-27 09:39:51.818",0,2175,"검역","隔離區","Lazaretto",31,1591,584,0,31,"-",5954,"2020년 11월 27일 00시","null"
"21","2020-11-27 09:39:51.818",0,76,"제주","<U+6D4E>州","Jeju",3,60,16,3,0,"11.33",5953,"2020년 11월 27일 00시","null"
"22","2020-11-27 09:39:51.818",1,576,"경남","<U+5E86>南","Gyeongsangnam-do",39,371,204,38,1,"17.14",5952,"2020년 11월 27일 00시","null"
"23","2020-11-27 09:39:51.818",57,1684,"경북","<U+5E86>北","Gyeongsangbuk-do",3,1540,87,3,0,"63.25",5951,"2020년 11월 27일 00시","null"
"24","2020-11-27 09:39:51.818",2,393,"전남","全南","Jeollanam-do",11,196,195,10,1,"21.08",5950,"2020년 11월 27일 00시","null"
"25","2020-11-27 09:39:51.818",2,292,"전북","全北","Jeollabuk-do",24,173,117,24,0,"16.07",5949,"2020년 11월 27일 00시","null"
"26","2020-11-27 09:39:51.818",8,864,"충남","忠南","Chungcheongnam-do",31,643,213,31,0,"40.71",5948,"2020년 11월 27일 00시","null"
"27","2020-11-27 09:39:51.818",3,259,"충북","忠北","Chungcheongbuk-do",20,203,53,19,1,"16.19",5947,"2020년 11월 27일 00시","null"
"28","2020-11-27 09:39:51.817",6,592,"강원","江原","Gangwon-do",9,361,225,8,1,"38.43",5946,"2020년 11월 27일 00시","null"
"29","2020-11-27 09:39:51.817",113,6981,"경기","京畿","Gyeonggi-do",117,5714,1154,112,5,"52.69",5945,"2020년 11월 27일 00시","null"
"30","2020-11-27 09:39:51.817",0,96,"세종","世宗","Sejong",3,83,13,3,0,"28.04",5944,"2020년 11월 27일 00시","null"
"31","2020-11-27 09:39:51.817",2,192,"울산","蔚山","Ulsan",7,164,26,7,0,"16.74",5943,"2020년 11월 27일 00시","null"
"32","2020-11-27 09:39:51.817",6,470,"대전","大田","Daejeon",5,441,23,5,0,"31.88",5942,"2020년 11월 27일 00시","null"
"33","2020-11-27 09:39:51.817",3,659,"광주","光州","Gwangju",13,550,106,13,0,"45.24",5941,"2020년 11월 27일 00시","null"
"34","2020-11-27 09:39:51.817",11,1330,"인천","仁川","Incheon",25,1062,257,21,4,"44.99",5940,"2020년 11월 27일 00시","null"
"35","2020-11-27 09:39:51.816",199,7224,"대구","大邱","Daegu",0,6993,32,0,0,"296.49",5939,"2020년 11월 27일 00시","null"
"36","2020-11-27 09:39:51.816",15,707,"부산","釜山","Busan",24,594,98,24,0,"20.72",5938,"2020년 11월 27일 00시","null"
"37","2020-11-27 09:39:51.816",88,8317,"서울","首<U+5C14>","Seoul",204,6364,1865,204,0,"85.45",5937,"2020년 11월 27일 00시","null"
"38","2020-11-27 09:39:51.816",516,32887,"합계","合<U+8BA1>","Total",569,27103,5268,525,44,"63.43",5936,"2020년 11월 27일 00시","null"
"39","2020-11-26 09:50:25.395",0,2144,"검역","隔離區","Lazaretto",12,1588,556,0,12,"-",5935,"2020년 11월 26일 00시","null"
"40","2020-11-26 09:50:25.395",0,73,"제주","<U+6D4E>州","Jeju",3,60,13,2,1,"10.88",5934,"2020년 11월 26일 00시","null"
"41","2020-11-26 09:50:25.395",1,537,"경남","<U+5E86>南","Gyeongsangnam-do",45,368,168,45,0,"15.98",5933,"2020년 11월 26일 00시","null"
"42","2020-11-26 09:50:25.395",57,1681,"경북","<U+5E86>北","Gyeongsangbuk-do",2,1538,86,2,0,"63.14",5932,"2020년 11월 26일 00시","null"
"43","2020-11-26 09:50:25.395",2,382,"전남","全南","Jeollanam-do",9,191,189,9,0,"20.49",5931,"2020년 11월 26일 00시","null"
"44","2020-11-26 09:50:25.395",2,268,"전북","全北","Jeollabuk-do",16,172,94,16,0,"14.75",5930,"2020년 11월 26일 00시","null"
"45","2020-11-26 09:50:25.395",8,833,"충남","忠南","Chungcheongnam-do",16,639,186,16,0,"39.25",5929,"2020년 11월 26일 00시","null"
"46","2020-11-26 09:50:25.394",3,239,"충북","忠北","Chungcheongbuk-do",8,202,34,8,0,"14.94",5928,"2020년 11월 26일 00시","null"
"47","2020-11-26 09:50:25.394",6,583,"강원","江原","Gangwon-do",8,342,235,8,0,"37.84",5927,"2020년 11월 26일 00시","null"
"48","2020-11-26 09:50:25.394",112,6864,"경기","京畿","Gyeonggi-do",183,5676,1076,177,6,"51.80",5926,"2020년 11월 26일 00시","null"
"49","2020-11-26 09:50:25.394",0,93,"세종","世宗","Sejong",4,82,11,4,0,"27.17",5925,"2020년 11월 26일 00시","null"
"50","2020-11-26 09:50:25.394",2,185,"울산","蔚山","Ulsan",7,164,19,6,1,"16.13",5924,"2020년 11월 26일 00시","null"
"51","2020-11-26 09:50:25.394",6,465,"대전","大田","Daejeon",1,440,19,1,0,"31.54",5923,"2020년 11월 26일 00시","null"
"52","2020-11-26 09:50:25.394",3,646,"광주","光州","Gwangju",14,543,100,14,0,"44.35",5922,"2020년 11월 26일 00시","null"
"53","2020-11-26 09:50:25.393",11,1305,"인천","仁川","Incheon",19,1060,234,17,2,"44.15",5921,"2020년 11월 26일 00시","null"
"54","2020-11-26 09:50:25.393",199,7224,"대구","大邱","Daegu",1,6991,34,1,0,"296.49",5920,"2020년 11월 26일 00시","null"
"55","2020-11-26 09:50:25.393",15,683,"부산","釜山","Busan",22,594,74,19,3,"20.02",5919,"2020년 11월 26일 00시","null"
"56","2020-11-26 09:50:25.393",88,8113,"서울","首<U+5C14>","Seoul",213,6300,1725,208,5,"83.35",5918,"2020년 11월 26일 00시","null"
"57","2020-11-26 09:50:25.393",515,32318,"합계","合<U+8BA1>","Total",583,26950,4853,553,30,"62.33",5917,"2020년 11월 26일 00시","null"
"58","2020-11-25 16:50:24.794",0,2132,"검역","隔離區","Lazaretto",7,1584,548,0,7,"-",5897,"2020년 11월 25일 00시","null"
"59","2020-11-25 16:50:24.793",0,70,"제주","<U+6D4E>州","Jeju",3,60,10,3,0,"10.44",5896,"2020년 11월 25일 00시","null"
"60","2020-11-25 16:50:24.793",1,492,"경남","<U+5E86>南","Gyeongsangnam-do",11,364,127,10,1,"14.64",5895,"2020년 11월 25일 00시","null"
"61","2020-11-25 16:50:24.793",57,1679,"경북","<U+5E86>北","Gyeongsangbuk-do",3,1538,84,2,1,"63.06",5894,"2020년 11월 25일 00시","null"
"62","2020-11-25 16:50:24.793",2,373,"전남","全南","Jeollanam-do",8,191,180,8,0,"20.00",5893,"2020년 11월 25일 00시","null"
"63","2020-11-25 16:50:24.793",2,252,"전북","全北","Jeollabuk-do",8,170,80,8,0,"13.87",5892,"2020년 11월 25일 00시","null"
"64","2020-11-25 16:50:24.793",8,817,"충남","忠南","Chungcheongnam-do",18,632,177,18,0,"38.49",5891,"2020년 11월 25일 00시","null"
"65","2020-11-25 16:50:24.793",3,231,"충북","忠北","Chungcheongbuk-do",3,202,26,3,0,"14.44",5890,"2020년 11월 25일 00시","null"
"66","2020-11-25 16:50:24.793",6,575,"강원","江原","Gangwon-do",13,326,243,12,1,"37.32",5889,"2020년 11월 25일 00시","null"
"67","2020-11-25 16:50:24.792",111,6681,"경기","京畿","Gyeonggi-do",82,5644,926,77,5,"50.42",5888,"2020년 11월 25일 00시","null"
"68","2020-11-25 16:50:24.792",0,89,"세종","世宗","Sejong",0,82,7,0,0,"26.00",5887,"2020년 11월 25일 00시","null"
"69","2020-11-25 16:50:24.792",2,178,"울산","蔚山","Ulsan",3,164,12,3,0,"15.52",5886,"2020년 11월 25일 00시","null"
"70","2020-11-25 16:50:24.791",6,464,"대전","大田","Daejeon",4,438,20,4,0,"31.48",5885,"2020년 11월 25일 00시","null"
"71","2020-11-25 16:50:24.791",3,632,"광주","光州","Gwangju",14,533,96,14,0,"43.39",5884,"2020년 11월 25일 00시","null"
"72","2020-11-25 16:50:24.791",11,1286,"인천","仁川","Incheon",40,1059,216,39,1,"43.50",5883,"2020년 11월 25일 00시","null"
"73","2020-11-25 16:50:24.791",199,7223,"대구","大邱","Daegu",5,6991,33,5,0,"296.45",5882,"2020년 11월 25일 00시","null"
"74","2020-11-25 16:50:24.791",15,661,"부산","釜山","Busan",18,589,57,18,0,"19.37",5881,"2020년 11월 25일 00시","null"
"75","2020-11-25 16:50:24.791",87,7900,"서울","首<U+5C14>","Seoul",142,6258,1555,139,3,"81.16",5880,"2020년 11월 25일 00시","null"
"76","2020-11-25 16:50:24.791",513,31735,"합계","合<U+8BA1>","Total",382,26825,4397,363,19,"61.21",5879,"2020년 11월 25일 00시","null"
"77","2020-11-25 09:48:19.563",0,2132,"검역","隔離區","Lazaretto",7,1584,548,0,7,"61.21",5878,"2020년 11월 25일 00시","null"
"78","2020-11-25 09:48:19.563",0,70,"제주","<U+6D4E>州","Jeju",3,60,10,3,0,"-",5877,"2020년 11월 25일 00시","null"
"79","2020-11-25 09:48:19.562",1,492,"경남","<U+5E86>南","Gyeongsangnam-do",11,364,127,10,1,"10.44",5876,"2020년 11월 25일 00시","null"
"80","2020-11-25 09:48:19.562",57,1679,"경북","<U+5E86>北","Gyeongsangbuk-do",3,1538,84,2,1,"14.64",5875,"2020년 11월 25일 00시","null"
"81","2020-11-25 09:48:19.562",2,373,"전남","全南","Jeollanam-do",8,191,180,8,0,"63.06",5874,"2020년 11월 25일 00시","null"
"82","2020-11-25 09:48:19.562",2,252,"전북","全北","Jeollabuk-do",8,170,80,8,0,"20.00",5873,"2020년 11월 25일 00시","null"
"83","2020-11-25 09:48:19.562",8,817,"충남","忠南","Chungcheongnam-do",18,632,177,18,0,"13.87",5872,"2020년 11월 25일 00시","null"
"84","2020-11-25 09:48:19.561",3,231,"충북","忠北","Chungcheongbuk-do",3,202,26,3,0,"38.49",5871,"2020년 11월 25일 00시","null"
"85","2020-11-25 09:48:19.561",6,575,"강원","江原","Gangwon-do",13,326,243,12,1,"14.44",5870,"2020년 11월 25일 00시","null"
"86","2020-11-25 09:48:19.561",111,6681,"경기","京畿","Gyeonggi-do",82,5644,926,77,5,"37.32",5869,"2020년 11월 25일 00시","null"
"87","2020-11-25 09:48:19.561",0,89,"세종","世宗","Sejong",0,82,7,0,0,"50.42",5868,"2020년 11월 25일 00시","null"
"88","2020-11-25 09:48:19.561",2,178,"울산","蔚山","Ulsan",3,164,12,3,0,"26.00",5867,"2020년 11월 25일 00시","null"
"89","2020-11-25 09:48:19.561",6,464,"대전","大田","Daejeon",4,438,20,4,0,"15.52",5866,"2020년 11월 25일 00시","null"
"90","2020-11-25 09:48:19.561",3,632,"광주","光州","Gwangju",14,533,96,14,0,"31.48",5865,"2020년 11월 25일 00시","null"
"91","2020-11-25 09:48:19.561",11,1286,"인천","仁川","Incheon",40,1059,216,39,1,"43.39",5864,"2020년 11월 25일 00시","null"
"92","2020-11-25 09:48:19.56",199,7223,"대구","大邱","Daegu",5,6991,33,5,0,"43.50",5863,"2020년 11월 25일 00시","null"
"93","2020-11-25 09:48:19.56",15,661,"부산","釜山","Busan",18,589,57,18,0,"296.45",5862,"2020년 11월 25일 00시","null"
"94","2020-11-25 09:48:19.56",87,7900,"서울","首<U+5C14>","Seoul",142,6258,1555,139,3,"19.37",5861,"2020년 11월 25일 00시","null"
"95","2020-11-25 09:48:19.56",513,31735,"합계","合<U+8BA1>","Total",382,26825,4397,363,19,"81.16",5860,"2020년 11월 25일 00시","null"
"96","2020-11-24 09:34:46.909",0,2125,"검역","隔離區","Lazaretto",10,1579,546,0,10,"-",5859,"2020년 11월 24일 00시","null"
"97","2020-11-24 09:34:46.909",0,67,"제주","<U+6D4E>州","Jeju",1,59,8,1,0,"9.99",5858,"2020년 11월 24일 00시","null"
"98","2020-11-24 09:34:46.909",1,481,"경남","<U+5E86>南","Gyeongsangnam-do",3,360,120,3,0,"14.31",5857,"2020년 11월 24일 00시","null"
"99","2020-11-24 09:34:46.908",57,1676,"경북","<U+5E86>北","Gyeongsangbuk-do",9,1538,81,9,0,"62.95",5856,"2020년 11월 24일 00시","null"
"100","2020-11-24 09:34:46.908",2,365,"전남","全南","Jeollanam-do",7,189,174,7,0,"19.57",5855,"2020년 11월 24일 00시","null"
"101","2020-11-24 09:34:46.908",1,244,"전북","全北","Jeollabuk-do",15,170,73,14,1,"13.43",5854,"2020년 11월 24일 00시","null"
"102","2020-11-24 09:34:46.908",8,799,"충남","忠南","Chungcheongnam-do",8,620,171,7,1,"37.65",5853,"2020년 11월 24일 00시","null"
"103","2020-11-24 09:34:46.908",3,228,"충북","忠北","Chungcheongbuk-do",3,198,27,3,0,"14.26",5852,"2020년 11월 24일 00시","null"
"104","2020-11-24 09:34:46.908",6,562,"강원","江原","Gangwon-do",46,316,240,45,1,"36.48",5851,"2020년 11월 24일 00시","null"
"105","2020-11-24 09:34:46.908",110,6599,"경기","京畿","Gyeonggi-do",81,5609,880,69,12,"49.80",5850,"2020년 11월 24일 00시","null"
"106","2020-11-24 09:34:46.908",0,89,"세종","世宗","Sejong",2,82,7,2,0,"26.00",5849,"2020년 11월 24일 00시","null"
"107","2020-11-24 09:34:46.908",2,175,"울산","蔚山","Ulsan",2,164,9,1,1,"15.26",5848,"2020년 11월 24일 00시","null"
"108","2020-11-24 09:34:46.907",6,460,"대전","大田","Daejeon",0,438,16,0,0,"31.20",5847,"2020년 11월 24일 00시","null"
"109","2020-11-24 09:34:46.907",3,618,"광주","光州","Gwangju",3,531,84,3,0,"42.43",5846,"2020년 11월 24일 00시","null"
"110","2020-11-24 09:34:46.907",11,1246,"인천","仁川","Incheon",17,1057,178,16,1,"42.15",5845,"2020년 11월 24일 00시","null"
"111","2020-11-24 09:34:46.907",198,7218,"대구","大邱","Daegu",3,6990,30,2,1,"296.25",5844,"2020년 11월 24일 00시","null"
"112","2020-11-24 09:34:46.907",15,643,"부산","釜山","Busan",6,587,41,6,0,"18.85",5843,"2020년 11월 24일 00시","null"
"113","2020-11-24 09:34:46.907",87,7758,"서울","首<U+5C14>","Seoul",133,6235,1436,132,1,"79.70",5842,"2020년 11월 24일 00시","null"
"114","2020-11-24 09:34:46.907",510,31353,"합계","合<U+8BA1>","Total",349,26722,4121,320,29,"60.47",5841,"2020년 11월 24일 00시","null"
"115","2020-11-23 09:33:42.566",0,2115,"검역","隔離區","Lazaretto",5,1563,552,0,5,"-",5840,"2020년 11월 23일 00시","null"
"116","2020-11-23 09:33:42.566",0,66,"제주","<U+6D4E>州","Jeju",1,59,7,1,0,"9.84",5839,"2020년 11월 23일 00시","null"
"117","2020-11-23 09:33:42.566",1,478,"경남","<U+5E86>南","Gyeongsangnam-do",2,355,122,2,0,"14.22",5838,"2020년 11월 23일 00시","null"
"118","2020-11-23 09:33:42.566",57,1667,"경북","<U+5E86>北","Gyeongsangbuk-do",4,1537,73,4,0,"62.61",5837,"2020년 11월 23일 00시","null"
"119","2020-11-23 09:33:42.566",2,358,"전남","全南","Jeollanam-do",5,189,167,5,0,"19.20",5836,"2020년 11월 23일 00시","null"
"120","2020-11-23 09:33:42.565",1,229,"전북","全北","Jeollabuk-do",9,168,60,9,0,"12.60",5835,"2020년 11월 23일 00시","null"
"121","2020-11-23 09:33:42.565",8,791,"충남","忠南","Chungcheongnam-do",9,617,166,8,1,"37.27",5834,"2020년 11월 23일 00시","null"
"122","2020-11-23 09:33:42.565",3,225,"충북","忠北","Chungcheongbuk-do",0,197,25,0,0,"14.07",5833,"2020년 11월 23일 00시","null"
"123","2020-11-23 09:33:42.565",6,516,"강원","江原","Gangwon-do",12,306,204,11,1,"33.49",5832,"2020년 11월 23일 00시","null"
"124","2020-11-23 09:33:42.565",110,6518,"경기","京畿","Gyeonggi-do",76,5544,864,74,2,"49.19",5831,"2020년 11월 23일 00시","null"
"125","2020-11-23 09:33:42.565",0,87,"세종","世宗","Sejong",1,82,5,0,1,"25.41",5830,"2020년 11월 23일 00시","null"
"126","2020-11-23 09:33:42.565",2,173,"울산","蔚山","Ulsan",1,163,8,1,0,"15.08",5829,"2020년 11월 23일 00시","null"
"127","2020-11-23 09:33:42.565",6,460,"대전","大田","Daejeon",3,437,17,2,1,"31.20",5828,"2020년 11월 23일 00시","null"
"128","2020-11-23 09:33:42.565",3,615,"광주","光州","Gwangju",1,526,86,1,0,"42.22",5827,"2020년 11월 23일 00시","null"
"129","2020-11-23 09:33:42.564",11,1229,"인천","仁川","Incheon",23,1054,164,23,0,"41.57",5826,"2020년 11월 23일 00시","null"
"130","2020-11-23 09:33:42.564",198,7215,"대구","大邱","Daegu",2,6987,30,1,1,"296.12",5825,"2020년 11월 23일 00시","null"
"131","2020-11-23 09:33:42.564",15,637,"부산","釜山","Busan",5,583,39,4,1,"18.67",5824,"2020년 11월 23일 00시","null"
"132","2020-11-23 09:33:42.564",86,7625,"서울","首<U+5C14>","Seoul",112,6172,1367,109,3,"78.34",5823,"2020년 11월 23일 00시","null"
"133","2020-11-23 09:33:42.564",509,31004,"합계","合<U+8BA1>","Total",271,26539,3956,255,16,"59.80",5822,"2020년 11월 23일 00시","null"
"134","2020-11-22 09:35:42.118",0,2110,"검역","隔離區","Lazaretto",20,1558,552,0,20,"-",5821,"2020년 11월 22일 00시","null"
"135","2020-11-22 09:35:42.118",0,65,"제주","<U+6D4E>州","Jeju",0,59,6,0,0,"9.69",5820,"2020년 11월 22일 00시","null"
"136","2020-11-22 09:35:42.118",0,476,"경남","<U+5E86>南","Gyeongsangnam-do",19,350,126,19,0,"14.16",5819,"2020년 11월 22일 00시","null"
"137","2020-11-22 09:35:42.118",57,1663,"경북","<U+5E86>北","Gyeongsangbuk-do",6,1537,69,6,0,"62.46",5818,"2020년 11월 22일 00시","null"
"138","2020-11-22 09:35:42.118",2,353,"전남","全南","Jeollanam-do",13,189,162,13,0,"18.93",5817,"2020년 11월 22일 00시","null"
"139","2020-11-22 09:35:42.118",1,220,"전북","全北","Jeollabuk-do",12,165,54,12,0,"12.11",5816,"2020년 11월 22일 00시","null"
"140","2020-11-22 09:35:42.118",8,782,"충남","忠南","Chungcheongnam-do",13,609,165,11,2,"36.84",5815,"2020년 11월 22일 00시","null"
"141","2020-11-22 09:35:42.117",3,225,"충북","忠北","Chungcheongbuk-do",0,196,26,0,0,"14.07",5814,"2020년 11월 22일 00시","null"
"142","2020-11-22 09:35:42.117",5,504,"강원","江原","Gangwon-do",13,301,198,12,1,"32.72",5813,"2020년 11월 22일 00시","null"
"143","2020-11-22 09:35:42.117",110,6442,"경기","京畿","Gyeonggi-do",75,5514,818,74,1,"48.62",5812,"2020년 11월 22일 00시","null"
"144","2020-11-22 09:35:42.117",0,86,"세종","世宗","Sejong",0,82,4,0,0,"25.12",5811,"2020년 11월 22일 00시","null"
"145","2020-11-22 09:35:42.117",2,172,"울산","蔚山","Ulsan",1,163,7,1,0,"15.00",5810,"2020년 11월 22일 00시","null"
"146","2020-11-22 09:35:42.117",6,457,"대전","大田","Daejeon",0,437,14,0,0,"31.00",5809,"2020년 11월 22일 00시","null"
"147","2020-11-22 09:35:42.117",3,614,"광주","光州","Gwangju",8,514,97,8,0,"42.15",5808,"2020년 11월 22일 00시","null"
"148","2020-11-22 09:35:42.116",11,1206,"인천","仁川","Incheon",27,1052,143,26,1,"40.80",5807,"2020년 11월 22일 00시","null"
"149","2020-11-22 09:35:42.116",197,7213,"대구","大邱","Daegu",1,6986,30,0,1,"296.04",5806,"2020년 11월 22일 00시","null"
"150","2020-11-22 09:35:42.116",15,632,"부산","釜山","Busan",1,583,34,1,0,"18.52",5805,"2020년 11월 22일 00시","null"
"151","2020-11-22 09:35:42.116",85,7513,"서울","首<U+5C14>","Seoul",121,6171,1257,119,2,"77.19",5804,"2020년 11월 22일 00시","null"
"152","2020-11-22 09:35:42.116",505,30733,"합계","合<U+8BA1>","Total",330,26466,3762,302,28,"59.28",5803,"2020년 11월 22일 00시","null"
"153","2020-11-21 09:44:25.227",0,2090,"검역","隔離區","Lazaretto",9,1556,534,0,9,"-",5802,"2020년 11월 21일 00시","null"
"154","2020-11-21 09:44:25.227",0,65,"제주","<U+6D4E>州","Jeju",0,59,6,0,0,"9.69",5801,"2020년 11월 21일 00시","null"
"155","2020-11-21 09:44:25.227",0,457,"경남","<U+5E86>南","Gyeongsangnam-do",11,342,115,11,0,"13.60",5800,"2020년 11월 21일 00시","null"
"156","2020-11-21 09:44:25.226",57,1657,"경북","<U+5E86>北","Gyeongsangbuk-do",8,1535,65,8,0,"62.23",5799,"2020년 11월 21일 00시","null"
"157","2020-11-21 09:44:25.226",2,340,"전남","全南","Jeollanam-do",19,189,149,18,1,"18.23",5798,"2020년 11월 21일 00시","null"
"158","2020-11-21 09:44:25.226",1,208,"전북","全北","Jeollabuk-do",14,165,42,13,1,"11.45",5797,"2020년 11월 21일 00시","null"
"159","2020-11-21 09:44:25.226",8,769,"충남","忠南","Chungcheongnam-do",21,598,163,19,2,"36.23",5796,"2020년 11월 21일 00시","null"
"160","2020-11-21 09:44:25.226",3,225,"충북","忠北","Chungcheongbuk-do",1,194,28,1,0,"14.07",5795,"2020년 11월 21일 00시","null"
"161","2020-11-21 09:44:25.226",5,491,"강원","江原","Gangwon-do",15,295,191,14,1,"31.87",5794,"2020년 11월 21일 00시","null"
"162","2020-11-21 09:44:25.226",108,6367,"경기","京畿","Gyeonggi-do",93,5486,773,86,7,"48.05",5793,"2020년 11월 21일 00시","null"
"163","2020-11-21 09:44:25.226",0,86,"세종","世宗","Sejong",0,82,4,0,0,"25.12",5792,"2020년 11월 21일 00시","null"
"164","2020-11-21 09:44:25.225",2,171,"울산","蔚山","Ulsan",1,163,6,1,0,"14.91",5791,"2020년 11월 21일 00시","null"
"165","2020-11-21 09:44:25.225",6,457,"대전","大田","Daejeon",1,437,14,1,0,"31.00",5790,"2020년 11월 21일 00시","null"
"166","2020-11-21 09:44:25.225",3,606,"광주","光州","Gwangju",7,514,89,6,1,"41.60",5789,"2020년 11월 21일 00시","null"
"167","2020-11-21 09:44:25.225",11,1179,"인천","仁川","Incheon",22,1051,117,22,0,"39.88",5788,"2020년 11월 21일 00시","null"
"168","2020-11-21 09:44:25.225",197,7212,"대구","大邱","Daegu",1,6983,32,0,1,"296.00",5787,"2020년 11월 21일 00시","null"
"169","2020-11-21 09:44:25.225",15,631,"부산","釜山","Busan",7,580,36,7,0,"18.49",5786,"2020년 11월 21일 00시","null"
"170","2020-11-21 09:44:25.224",85,7392,"서울","首<U+5C14>","Seoul",156,6136,1171,154,2,"75.94",5785,"2020년 11월 21일 00시","null"
"171","2020-11-21 09:44:25.224",503,30403,"합계","合<U+8BA1>","Total",386,26365,3535,361,25,"58.64",5784,"2020년 11월 21일 00시","null"
"172","2020-11-20 09:36:10.582",0,2081,"검역","隔離區","Lazaretto",23,1553,528,0,23,"-",5783,"2020년 11월 20일 00시","null"
"173","2020-11-20 09:36:10.582",0,65,"제주","<U+6D4E>州","Jeju",2,59,6,2,0,"9.69",5782,"2020년 11월 20일 00시","null"
"174","2020-11-20 09:36:10.582",0,446,"경남","<U+5E86>南","Gyeongsangnam-do",18,336,110,18,0,"13.27",5781,"2020년 11월 20일 00시","null"
"175","2020-11-20 09:36:10.582",57,1649,"경북","<U+5E86>北","Gyeongsangbuk-do",10,1534,58,7,3,"61.93",5780,"2020년 11월 20일 00시","null"
"176","2020-11-20 09:36:10.582",2,321,"전남","全南","Jeollanam-do",14,189,130,14,0,"17.21",5779,"2020년 11월 20일 00시","null"
"177","2020-11-20 09:36:10.582",1,194,"전북","全北","Jeollabuk-do",13,165,28,13,0,"10.68",5778,"2020년 11월 20일 00시","null"
"178","2020-11-20 09:36:10.581",8,748,"충남","忠南","Chungcheongnam-do",15,590,150,15,0,"35.24",5777,"2020년 11월 20일 00시","null"
"179","2020-11-20 09:36:10.581",3,224,"충북","忠北","Chungcheongbuk-do",2,191,30,2,0,"14.01",5776,"2020년 11월 20일 00시","null"
"180","2020-11-20 09:36:10.581",5,476,"강원","江原","Gangwon-do",24,285,186,24,0,"30.90",5775,"2020년 11월 20일 00시","null"
"181","2020-11-20 09:36:10.581",108,6274,"경기","京畿","Gyeonggi-do",73,5454,712,62,11,"47.35",5774,"2020년 11월 20일 00시","null"
"182","2020-11-20 09:36:10.581",0,86,"세종","世宗","Sejong",0,82,4,0,0,"25.12",5773,"2020년 11월 20일 00시","null"
"183","2020-11-20 09:36:10.581",2,170,"울산","蔚山","Ulsan",0,162,6,0,0,"14.82",5772,"2020년 11월 20일 00시","null"
"184","2020-11-20 09:36:10.581",6,456,"대전","大田","Daejeon",0,436,14,0,0,"30.93",5771,"2020년 11월 20일 00시","null"
"185","2020-11-20 09:36:10.581",3,599,"광주","光州","Gwangju",4,513,83,4,0,"41.12",5770,"2020년 11월 20일 00시","null"
"186","2020-11-20 09:36:10.58",11,1157,"인천","仁川","Incheon",30,1047,99,29,1,"39.14",5769,"2020년 11월 20일 00시","null"
"187","2020-11-20 09:36:10.58",196,7211,"대구","大邱","Daegu",1,6981,34,1,0,"295.96",5768,"2020년 11월 20일 00시","null"
