"","confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"1591",1731,13.13,"2020-07-07 10:19:00.081",2.37,41,"14.39","60-69",1855,"null"
"1592",880,6.68,"2020-07-07 10:19:00.081",9.43,83,"29.12","70-79",1854,"null"
"1593",567,4.3,"2020-07-07 10:19:00.081",24.87,141,"49.47","80 이상",1853,"null"
"1594",7478,56.73,"2020-07-07 10:19:00.081",1.78,133,"46.67","여성",1852,"null"
"1595",5703,43.27,"2020-07-07 10:19:00.08",2.67,152,"53.33","남성",1851,"null"
"1596",206,1.57,"2020-07-06 10:50:50.279",0,0,"0.00","0-9",1839,"null"
"1597",728,5.54,"2020-07-06 10:50:50.279",0,0,"0.00","10-19",1838,"null"
"1598",3411,25.96,"2020-07-06 10:50:50.279",0,0,"0.00","20-29",1837,"null"
"1599",1560,11.87,"2020-07-06 10:50:50.279",0.13,2,"0.70","30-39",1836,"null"
"1600",1716,13.06,"2020-07-06 10:50:50.279",0.17,3,"1.06","40-49",1835,"null"
"1601",2347,17.87,"2020-07-06 10:50:50.278",0.64,15,"5.28","50-59",1834,"null"
"1602",1724,13.12,"2020-07-06 10:50:50.278",2.38,41,"14.44","60-69",1833,"null"
"1603",878,6.68,"2020-07-06 10:50:50.278",9.45,83,"29.23","70-79",1832,"null"
"1604",567,4.32,"2020-07-06 10:50:50.278",24.69,140,"49.30","80 이상",1831,"null"
"1605",7455,56.75,"2020-07-06 10:50:50.278",1.78,133,"46.83","여성",1830,"null"
"1606",5682,43.25,"2020-07-06 10:50:50.278",2.66,151,"53.17","남성",1829,"null"
"1607",202,1.54,"2020-07-05 10:27:33.207",0,0,"0.00","0-9",1817,"null"
"1608",727,5.55,"2020-07-05 10:27:33.207",0,0,"0.00","10-19",1816,"null"
"1609",3404,26,"2020-07-05 10:27:33.207",0,0,"0.00","20-29",1815,"null"
"1610",1550,11.84,"2020-07-05 10:27:33.207",0.13,2,"0.71","30-39",1814,"null"
"1611",1710,13.06,"2020-07-05 10:27:33.207",0.18,3,"1.06","40-49",1813,"null"
"1612",2338,17.86,"2020-07-05 10:27:33.207",0.64,15,"5.30","50-59",1812,"null"
"1613",1720,13.14,"2020-07-05 10:27:33.206",2.38,41,"14.49","60-69",1811,"null"
"1614",876,6.69,"2020-07-05 10:27:33.206",9.36,82,"28.98","70-79",1810,"null"
"1615",564,4.31,"2020-07-05 10:27:33.206",24.82,140,"49.47","80 이상",1809,"null"
"1616",7434,56.79,"2020-07-05 10:27:33.206",1.78,132,"46.64","여성",1808,"null"
"1617",5657,43.21,"2020-07-05 10:27:33.206",2.67,151,"53.36","남성",1807,"null"
"1618",199,1.53,"2020-07-04 10:15:43.475",0,0,"0.00","0-9",1795,"null"
"1619",724,5.56,"2020-07-04 10:15:43.475",0,0,"0.00","10-19",1794,"null"
"1620",3396,26.06,"2020-07-04 10:15:43.475",0,0,"0.00","20-29",1793,"null"
"1621",1541,11.83,"2020-07-04 10:15:43.475",0.13,2,"0.71","30-39",1792,"null"
"1622",1699,13.04,"2020-07-04 10:15:43.475",0.18,3,"1.06","40-49",1791,"null"
"1623",2331,17.89,"2020-07-04 10:15:43.474",0.64,15,"5.30","50-59",1790,"null"
"1624",1706,13.09,"2020-07-04 10:15:43.474",2.4,41,"14.49","60-69",1789,"null"
"1625",870,6.68,"2020-07-04 10:15:43.474",9.43,82,"28.98","70-79",1788,"null"
"1626",564,4.33,"2020-07-04 10:15:43.474",24.82,140,"49.47","80 이상",1787,"null"
"1627",7405,56.83,"2020-07-04 10:15:43.474",1.78,132,"46.64","여성",1786,"null"
"1628",5625,43.17,"2020-07-04 10:15:43.474",2.68,151,"53.36","남성",1785,"null"
"1629",196,1.51,"2020-07-03 11:23:49.446",0,0,"0.00","0-9",1784,"null"
"1630",722,5.57,"2020-07-03 11:23:49.446",0,0,"0.00","10-19",1783,"null"
"1631",3384,26.1,"2020-07-03 11:23:49.445",0,0,"0.00","20-29",1782,"null"
"1632",1525,11.76,"2020-07-03 11:23:49.445",0.13,2,"0.71","30-39",1781,"null"
"1633",1691,13.04,"2020-07-03 11:23:49.445",0.18,3,"1.06","40-49",1780,"null"
"1634",2323,17.91,"2020-07-03 11:23:49.445",0.65,15,"5.32","50-59",1779,"null"
"1635",1697,13.09,"2020-07-03 11:23:49.445",2.42,41,"14.54","60-69",1778,"null"
"1636",868,6.69,"2020-07-03 11:23:49.445",9.45,82,"29.08","70-79",1777,"null"
"1637",561,4.33,"2020-07-03 11:23:49.445",24.78,139,"49.29","80 이상",1776,"null"
"1638",7380,56.91,"2020-07-03 11:23:49.445",1.78,131,"46.45","여성",1775,"null"
"1639",5587,43.09,"2020-07-03 11:23:49.444",2.7,151,"53.55","남성",1774,"null"
"1640",194,1.5,"2020-07-02 14:20:02.1",0,0,"0.00","0-9",1762,"null"
"1641",712,5.52,"2020-07-02 14:20:02.1",0,0,"0.00","10-19",1761,"null"
"1642",3374,26.15,"2020-07-02 14:20:02.099",0,0,"0.00","20-29",1760,"null"
"1643",1515,11.74,"2020-07-02 14:20:02.099",0.13,2,"0.71","30-39",1759,"null"
"1644",1685,13.06,"2020-07-02 14:20:02.099",0.18,3,"1.06","40-49",1758,"null"
"1645",2316,17.95,"2020-07-02 14:20:02.099",0.65,15,"5.32","50-59",1757,"null"
"1646",1686,13.07,"2020-07-02 14:20:02.099",2.43,41,"14.54","60-69",1756,"null"
"1647",864,6.7,"2020-07-02 14:20:02.099",9.49,82,"29.08","70-79",1755,"null"
"1648",558,4.32,"2020-07-02 14:20:02.099",24.91,139,"49.29","80 이상",1754,"null"
"1649",7349,56.95,"2020-07-02 14:20:02.099",1.78,131,"46.45","여성",1753,"null"
"1650",5555,43.05,"2020-07-02 14:20:02.098",2.72,151,"53.55","남성",1752,"null"
"1651",193,1.51,"2020-07-01 10:50:12.125",0,0,"0.00","0-9",1740,"null"
"1652",708,5.53,"2020-07-01 10:50:12.125",0,0,"0.00","10-19",1739,"null"
"1653",3362,26.27,"2020-07-01 10:50:12.125",0,0,"0.00","20-29",1738,"null"
"1654",1496,11.69,"2020-07-01 10:50:12.124",0.13,2,"0.71","30-39",1737,"null"
"1655",1681,13.13,"2020-07-01 10:50:12.124",0.18,3,"1.06","40-49",1736,"null"
"1656",2286,17.86,"2020-07-01 10:50:12.124",0.66,15,"5.32","50-59",1735,"null"
"1657",1668,13.03,"2020-07-01 10:50:12.123",2.46,41,"14.54","60-69",1734,"null"
"1658",850,6.64,"2020-07-01 10:50:12.123",9.65,82,"29.08","70-79",1733,"null"
"1659",556,4.34,"2020-07-01 10:50:12.123",25,139,"49.29","80 이상",1732,"null"
"1660",7305,57.07,"2020-07-01 10:50:12.123",1.79,131,"46.45","여성",1731,"null"
"1661",5495,42.93,"2020-07-01 10:50:12.122",2.75,151,"53.55","남성",1730,"null"
"1662",193,1.51,"2020-06-30 13:57:11.533",0,0,"0.00","0-9",1729,"null"
"1663",708,5.53,"2020-06-30 13:57:11.533",0,0,"0.00","10-19",1728,"null"
"1664",3362,26.27,"2020-06-30 13:57:11.533",0,0,"0.00","20-29",1727,"null"
"1665",1496,11.69,"2020-06-30 13:57:11.533",0.13,2,"0.71","30-39",1726,"null"
"1666",1681,13.13,"2020-06-30 13:57:11.533",0.18,3,"1.06","40-49",1725,"null"
"1667",2286,17.86,"2020-06-30 13:57:11.533",0.66,15,"5.32","50-59",1724,"null"
"1668",1668,13.03,"2020-06-30 13:57:11.532",2.46,41,"14.54","60-69",1723,"null"
"1669",850,6.64,"2020-06-30 13:57:11.532",9.65,82,"29.08","70-79",1722,"null"
"1670",556,4.34,"2020-06-30 13:57:11.532",25,139,"49.29","80 이상",1721,"null"
"1671",7305,57.07,"2020-06-30 13:57:11.532",1.79,131,"46.45","여성",1720,"null"
"1672",5495,42.93,"2020-06-30 13:57:11.532",2.75,151,"53.55","남성",1719,"null"
"1673",190,1.49,"2020-06-29 10:32:24.444",0,0,"0.00","0-9",1707,"null"
"1674",704,5.52,"2020-06-29 10:32:24.444",0,0,"0.00","10-19",1706,"null"
"1675",3352,26.28,"2020-06-29 10:32:24.443",0,0,"0.00","20-29",1705,"null"
"1676",1490,11.68,"2020-06-29 10:32:24.443",0.13,2,"0.71","30-39",1704,"null"
"1677",1673,13.11,"2020-06-29 10:32:24.443",0.18,3,"1.06","40-49",1703,"null"
"1678",2280,17.87,"2020-06-29 10:32:24.443",0.66,15,"5.32","50-59",1702,"null"
"1679",1665,13.05,"2020-06-29 10:32:24.443",2.46,41,"14.54","60-69",1701,"null"
"1680",847,6.64,"2020-06-29 10:32:24.443",9.68,82,"29.08","70-79",1700,"null"
"1681",556,4.36,"2020-06-29 10:32:24.443",25,139,"49.29","80 이상",1699,"null"
"1682",7287,57.12,"2020-06-29 10:32:24.443",1.8,131,"46.45","여성",1698,"null"
"1683",5470,42.88,"2020-06-29 10:32:24.442",2.76,151,"53.55","남성",1697,"null"
"1684",187,1.47,"2020-06-28 10:30:11.725",0,0,"0.00","0-9",1696,"null"
"1685",703,5.53,"2020-06-28 10:30:11.725",0,0,"0.00","10-19",1695,"null"
"1686",3343,26.29,"2020-06-28 10:30:11.725",0,0,"0.00","20-29",1694,"null"
"1687",1485,11.68,"2020-06-28 10:30:11.724",0.13,2,"0.71","30-39",1693,"null"
"1688",1667,13.11,"2020-06-28 10:30:11.724",0.18,3,"1.06","40-49",1692,"null"
"1689",2275,17.89,"2020-06-28 10:30:11.724",0.66,15,"5.32","50-59",1691,"null"
"1690",1653,13,"2020-06-28 10:30:11.724",2.48,41,"14.54","60-69",1690,"null"
"1691",846,6.65,"2020-06-28 10:30:11.724",9.69,82,"29.08","70-79",1689,"null"
"1692",556,4.37,"2020-06-28 10:30:11.724",25,139,"49.29","80 이상",1688,"null"
"1693",7265,57.14,"2020-06-28 10:30:11.724",1.8,131,"46.45","여성",1687,"null"
"1694",5450,42.86,"2020-06-28 10:30:11.723",2.77,151,"53.55","남성",1686,"null"
"1695",185,1.46,"2020-06-27 10:49:23.388",0,0,"0.00","0-9",1674,"null"
"1696",700,5.53,"2020-06-27 10:49:23.388",0,0,"0.00","10-19",1673,"null"
"1697",3331,26.33,"2020-06-27 10:49:23.388",0,0,"0.00","20-29",1672,"null"
"1698",1473,11.64,"2020-06-27 10:49:23.388",0.14,2,"0.71","30-39",1671,"null"
"1699",1657,13.1,"2020-06-27 10:49:23.388",0.18,3,"1.06","40-49",1670,"null"
"1700",2269,17.93,"2020-06-27 10:49:23.388",0.66,15,"5.32","50-59",1669,"null"
"1701",1640,12.96,"2020-06-27 10:49:23.388",2.5,41,"14.54","60-69",1668,"null"
"1702",843,6.66,"2020-06-27 10:49:23.388",9.73,82,"29.08","70-79",1667,"null"
"1703",555,4.39,"2020-06-27 10:49:23.387",25.05,139,"49.29","80 이상",1666,"null"
"1704",7241,57.23,"2020-06-27 10:49:23.387",1.81,131,"46.45","여성",1665,"null"
"1705",5412,42.77,"2020-06-27 10:49:23.387",2.79,151,"53.55","남성",1664,"null"
"1706",184,1.46,"2020-06-26 10:14:27.964",0,0,"0.00","0-9",1652,"null"
"1707",698,5.54,"2020-06-26 10:14:27.964",0,0,"0.00","10-19",1651,"null"
"1708",3317,26.32,"2020-06-26 10:14:27.964",0,0,"0.00","20-29",1650,"null"
"1709",1463,11.61,"2020-06-26 10:14:27.964",0.14,2,"0.71","30-39",1649,"null"
"1710",1651,13.1,"2020-06-26 10:14:27.964",0.18,3,"1.06","40-49",1648,"null"
"1711",2264,17.97,"2020-06-26 10:14:27.963",0.66,15,"5.32","50-59",1647,"null"
"1712",1633,12.96,"2020-06-26 10:14:27.963",2.51,41,"14.54","60-69",1646,"null"
"1713",839,6.66,"2020-06-26 10:14:27.963",9.77,82,"29.08","70-79",1645,"null"
"1714",553,4.39,"2020-06-26 10:14:27.963",25.14,139,"49.29","80 이상",1644,"null"
"1715",7218,57.28,"2020-06-26 10:14:27.963",1.81,131,"46.45","여성",1643,"null"
"1716",5384,42.72,"2020-06-26 10:14:27.963",2.8,151,"53.55","남성",1642,"null"
"1717",183,1.46,"2020-06-25 10:19:59.872",0,0,"0.00","0-9",1630,"null"
"1718",696,5.54,"2020-06-25 10:19:59.871",0,0,"0.00","10-19",1629,"null"
"1719",3309,26.34,"2020-06-25 10:19:59.871",0,0,"0.00","20-29",1628,"null"
"1720",1453,11.57,"2020-06-25 10:19:59.871",0.14,2,"0.71","30-39",1627,"null"
"1721",1646,13.1,"2020-06-25 10:19:59.871",0.18,3,"1.06","40-49",1626,"null"
"1722",2260,17.99,"2020-06-25 10:19:59.871",0.66,15,"5.32","50-59",1625,"null"
"1723",1627,12.95,"2020-06-25 10:19:59.871",2.52,41,"14.54","60-69",1624,"null"
"1724",838,6.67,"2020-06-25 10:19:59.871",9.79,82,"29.08","70-79",1623,"null"
"1725",551,4.39,"2020-06-25 10:19:59.871",25.23,139,"49.29","80 이상",1622,"null"
"1726",7203,57.34,"2020-06-25 10:19:59.87",1.82,131,"46.45","여성",1621,"null"
"1727",5360,42.66,"2020-06-25 10:19:59.87",2.82,151,"53.55","남성",1620,"null"
"1728",182,1.45,"2020-06-24 10:33:20.524",0,0,"0.00","0-9",1608,"null"
"1729",693,5.53,"2020-06-24 10:33:20.524",0,0,"0.00","10-19",1607,"null"
"1730",3309,26.4,"2020-06-24 10:33:20.524",0,0,"0.00","20-29",1606,"null"
"1731",1444,11.52,"2020-06-24 10:33:20.523",0.14,2,"0.71","30-39",1605,"null"
"1732",1644,13.12,"2020-06-24 10:33:20.523",0.18,3,"1.07","40-49",1604,"null"
"1733",2254,17.98,"2020-06-24 10:33:20.523",0.67,15,"5.34","50-59",1603,"null"
"1734",1622,12.94,"2020-06-24 10:33:20.523",2.53,41,"14.59","60-69",1602,"null"
"1735",836,6.67,"2020-06-24 10:33:20.523",9.69,81,"28.83","70-79",1601,"null"
"1736",551,4.4,"2020-06-24 10:33:20.523",25.23,139,"49.47","80 이상",1600,"null"
"1737",7190,57.36,"2020-06-24 10:33:20.523",1.82,131,"46.62","여성",1599,"null"
"1738",5345,42.64,"2020-06-24 10:33:20.523",2.81,150,"53.38","남성",1598,"null"
"1739",180,1.44,"2020-06-23 10:42:04.055",0,0,"0.00","0-9",1586,"null"
"1740",692,5.54,"2020-06-23 10:42:04.054",0,0,"0.00","10-19",1585,"null"
"1741",3306,26.48,"2020-06-23 10:42:04.054",0,0,"0.00","20-29",1584,"null"
"1742",1429,11.45,"2020-06-23 10:42:04.054",0.14,2,"0.71","30-39",1583,"null"
"1743",1633,13.08,"2020-06-23 10:42:04.054",0.18,3,"1.07","40-49",1582,"null"
"1744",2244,17.98,"2020-06-23 10:42:04.054",0.67,15,"5.34","50-59",1581,"null"
"1745",1617,12.95,"2020-06-23 10:42:04.054",2.54,41,"14.59","60-69",1580,"null"
"1746",834,6.68,"2020-06-23 10:42:04.054",9.71,81,"28.83","70-79",1579,"null"
"1747",549,4.4,"2020-06-23 10:42:04.053",25.32,139,"49.47","80 이상",1578,"null"
"1748",7170,57.43,"2020-06-23 10:42:04.053",2.11,151,"50.17","여성",1577,"null"
"1749",5314,42.57,"2020-06-23 10:42:04.053",2.82,150,"49.83","남성",1576,"null"
"1750",177,1.42,"2020-06-22 11:40:53.083",0,0,"0.00","0-9",1564,"null"
"1751",692,5.56,"2020-06-22 11:40:53.083",0,0,"0.00","10-19",1563,"null"
"1752",3302,26.55,"2020-06-22 11:40:53.083",0,0,"0.00","20-29",1562,"null"
"1753",1420,11.42,"2020-06-22 11:40:53.083",0.14,2,"0.71","30-39",1561,"null"
"1754",1624,13.06,"2020-06-22 11:40:53.083",0.18,3,"1.07","40-49",1560,"null"
"1755",2235,17.97,"2020-06-22 11:40:53.083",0.67,15,"5.36","50-59",1559,"null"
"1756",1610,12.94,"2020-06-22 11:40:53.083",2.48,40,"14.29","60-69",1558,"null"
"1757",830,6.67,"2020-06-22 11:40:53.082",9.76,81,"28.93","70-79",1557,"null"
"1758",548,4.41,"2020-06-22 11:40:53.082",25.36,139,"49.64","80 이상",1556,"null"
"1759",7159,57.56,"2020-06-22 11:40:53.082",1.82,130,"46.43","여성",1555,"null"
"1760",5279,42.44,"2020-06-22 11:40:53.082",2.84,150,"53.57","남성",1554,"null"
"1761",177,1.43,"2020-06-21 10:12:24.953",0,0,"0.00","0-9",1542,"null"
"1762",691,5.56,"2020-06-21 10:12:24.953",0,0,"0.00","10-19",1541,"null"
"1763",3299,26.56,"2020-06-21 10:12:24.952",0,0,"0.00","20-29",1540,"null"
"1764",1416,11.4,"2020-06-21 10:12:24.952",0.14,2,"0.71","30-39",1539,"null"
"1765",1623,13.07,"2020-06-21 10:12:24.952",0.18,3,"1.07","40-49",1538,"null"
"1766",2230,17.95,"2020-06-21 10:12:24.952",0.67,15,"5.36","50-59",1537,"null"
"1767",1608,12.95,"2020-06-21 10:12:24.952",2.49,40,"14.29","60-69",1536,"null"
"1768",829,6.67,"2020-06-21 10:12:24.952",9.77,81,"28.93","70-79",1535,"null"
"1769",548,4.41,"2020-06-21 10:12:24.952",25.36,139,"49.64","80 이상",1534,"null"
"1770",7151,57.57,"2020-06-21 10:12:24.952",1.82,130,"46.43","여성",1533,"null"
"1771",5270,42.43,"2020-06-21 10:12:24.951",2.85,150,"53.57","남성",1532,"null"
"1772",177,1.43,"2020-06-20 10:15:12.341",0,0,"0.00","0-9",1520,"null"
"1773",690,5.58,"2020-06-20 10:15:12.341",0,0,"0.00","10-19",1519,"null"
"1774",3294,26.62,"2020-06-20 10:15:12.341",0,0,"0.00","20-29",1518,"null"
"1775",1406,11.36,"2020-06-20 10:15:12.341",0.14,2,"0.71","30-39",1517,"null"
"1776",1618,13.08,"2020-06-20 10:15:12.341",0.19,3,"1.07","40-49",1516,"null"
"1777",2222,17.96,"2020-06-20 10:15:12.341",0.68,15,"5.36","50-59",1515,"null"
"1778",1598,12.92,"2020-06-20 10:15:12.341",2.5,40,"14.29","60-69",1514,"null"
"1779",823,6.65,"2020-06-20 10:15:12.341",9.84,81,"28.93","70-79",1513,"null"
"1780",545,4.4,"2020-06-20 10:15:12.34",25.5,139,"49.64","80 이상",1512,"null"
"1781",7128,57.61,"2020-06-20 10:15:12.34",1.82,130,"46.43","여성",1511,"null"
"1782",5245,42.39,"2020-06-20 10:15:12.34",2.86,150,"53.57","남성",1510,"null"
"1783",175,1.42,"2020-06-19 10:33:09.361",0,0,"0.00","0-9",1498,"null"
"1784",686,5.57,"2020-06-19 10:33:09.361",0,0,"0.00","10-19",1497,"null"
"1785",3285,26.69,"2020-06-19 10:33:09.361",0,0,"0.00","20-29",1496,"null"
"1786",1393,11.32,"2020-06-19 10:33:09.361",0.14,2,"0.71","30-39",1495,"null"
"1787",1610,13.08,"2020-06-19 10:33:09.361",0.19,3,"1.07","40-49",1494,"null"
"1788",2210,17.96,"2020-06-19 10:33:09.361",0.68,15,"5.36","50-59",1493,"null"
"1789",1585,12.88,"2020-06-19 10:33:09.361",2.52,40,"14.29","60-69",1492,"null"
"1790",820,6.66,"2020-06-19 10:33:09.361",9.88,81,"28.93","70-79",1491,"null"
"1791",542,4.4,"2020-06-19 10:33:09.36",25.65,139,"49.64","80 이상",1490,"null"
"1792",7100,57.7,"2020-06-19 10:33:09.36",1.83,130,"46.43","여성",1489,"null"
"1793",5206,42.3,"2020-06-19 10:33:09.36",2.88,150,"53.57","남성",1488,"null"
"1794",175,1.43,"2020-06-18 10:13:39.839",0,0,"0.00","0-9",1476,"null"
"1795",684,5.58,"2020-06-18 10:13:39.838",0,0,"0.00","10-19",1475,"null"
"1796",3277,26.74,"2020-06-18 10:13:39.838",0,0,"0.00","20-29",1474,"null"
"1797",1384,11.29,"2020-06-18 10:13:39.838",0.14,2,"0.71","30-39",1473,"null"
"1798",1607,13.11,"2020-06-18 10:13:39.838",0.19,3,"1.07","40-49",1472,"null"
"1799",2198,17.93,"2020-06-18 10:13:39.838",0.68,15,"5.36","50-59",1471,"null"
"1800",1574,12.84,"2020-06-18 10:13:39.838",2.54,40,"14.29","60-69",1470,"null"
"1801",817,6.67,"2020-06-18 10:13:39.838",9.91,81,"28.93","70-79",1469,"null"
"1802",541,4.41,"2020-06-18 10:13:39.838",25.69,139,"49.64","80 이상",1468,"null"
"1803",7076,57.73,"2020-06-18 10:13:39.837",1.84,130,"46.43","여성",1467,"null"
"1804",5181,42.27,"2020-06-18 10:13:39.837",2.9,150,"53.57","남성",1466,"null"
"1805",174,1.43,"2020-06-17 10:15:25.111",0,0,"0.00","0-9",1454,"null"
"1806",683,5.6,"2020-06-17 10:15:25.111",0,0,"0.00","10-19",1453,"null"
"1807",3267,26.78,"2020-06-17 10:15:25.111",0,0,"0.00","20-29",1452,"null"
"1808",1380,11.31,"2020-06-17 10:15:25.111",0.14,2,"0.72","30-39",1451,"null"
"1809",1601,13.13,"2020-06-17 10:15:25.11",0.19,3,"1.08","40-49",1450,"null"
"1810",2189,17.95,"2020-06-17 10:15:25.11",0.69,15,"5.38","50-59",1449,"null"
"1811",1561,12.8,"2020-06-17 10:15:25.11",2.56,40,"14.34","60-69",1448,"null"
"1812",810,6.64,"2020-06-17 10:15:25.11",10,81,"29.03","70-79",1447,"null"
"1813",533,4.37,"2020-06-17 10:15:25.11",25.89,138,"49.46","80 이상",1446,"null"
"1814",7042,57.73,"2020-06-17 10:15:25.11",1.85,130,"46.59","여성",1445,"null"
"1815",5156,42.27,"2020-06-17 10:15:25.11",2.89,149,"53.41","남성",1444,"null"
"1816",172,1.42,"2020-06-16 10:19:28.212",0,0,"0.00","0-9",1421,"null"
"1817",682,5.61,"2020-06-16 10:19:28.212",0,0,"0.00","10-19",1420,"null"
"1818",3259,26.81,"2020-06-16 10:19:28.212",0,0,"0.00","20-29",1419,"null"
"1819",1366,11.24,"2020-06-16 10:19:28.212",0.15,2,"0.72","30-39",1418,"null"
"1820",1599,13.16,"2020-06-16 10:19:28.211",0.19,3,"1.08","40-49",1417,"null"
"1821",2182,17.95,"2020-06-16 10:19:28.211",0.69,15,"5.40","50-59",1416,"null"
"1822",1558,12.82,"2020-06-16 10:19:28.211",2.57,40,"14.39","60-69",1415,"null"
"1823",805,6.62,"2020-06-16 10:19:28.211",10.06,81,"29.14","70-79",1414,"null"
"1824",532,4.38,"2020-06-16 10:19:28.211",25.75,137,"49.28","80 이상",1413,"null"
"1825",7017,57.73,"2020-06-16 10:19:28.211",1.85,130,"46.76","여성",1412,"null"
