일련번호,지역,업력,대출년도,대출월,대출금액(백만원),업종
4175,경기,5년미만,2020,06,150,유통
4176,경기,7년미만,2020,06,200,기타
4177,경기,10년미만,2020,06,100,정보
4178,경기,10년미만,2020,06,100,기계
4179,경기,5년미만,2020,06,100,기계
4180,경기,20년미만,2020,06,100,기계
4181,경기,7년미만,2020,06,70,기계
4182,경기,15년미만,2020,06,200,기계
4183,경기,7년미만,2020,06,100,기계
4184,경기,15년미만,2020,06,50,기계
4185,경기,10년미만,2020,06,50,기계
4186,경기,10년미만,2020,06,200,기계
4187,경기,10년미만,2020,06,100,기계
4188,경기,10년미만,2020,06,100,기계
4189,경기,20년이상,2020,06,100,기계
4190,경기,20년이상,2020,06,200,기계
4191,경기,15년미만,2020,06,150,기계
4192,경기,3년미만,2020,06,100,기계
4193,경기,7년미만,2020,06,180,기타
4194,경기,15년미만,2020,06,200,기타
4195,경기,15년미만,2020,06,50,기타
4196,경기,7년미만,2020,06,200,식료
4197,경기,15년미만,2020,06,100,식료
4198,경기,20년이상,2020,06,200,식료
4199,경기,5년미만,2020,06,150,식료
4200,경기,20년이상,2020,06,200,섬유
4201,경기,20년미만,2020,06,50,섬유
4202,경기,15년미만,2020,06,80,잡화
4203,경남,7년미만,2020,06,80,기타
4204,경북,5년미만,2020,06,100,섬유
4205,경북,20년미만,2020,06,150,화공
4206,경북,20년미만,2020,06,500,화공
4207,경북,5년미만,2020,06,200,화공
4208,경북,15년미만,2020,06,200,화공
4209,경북,20년이상,2020,06,100,화공
4210,경북,20년미만,2020,06,300,화공
4211,경북,20년미만,2020,06,150,화공
4212,경북,3년미만,2020,06,150,화공
4213,경북,20년이상,2020,06,300,잡화
4214,경북,15년미만,2020,06,100,금속
4215,경북,15년미만,2020,06,100,금속
4216,경북,10년미만,2020,06,100,금속
4217,경북,7년미만,2020,06,200,전자
4218,경북,20년이상,2020,06,300,전자
4219,경북,5년미만,2020,06,150,전기
4220,경북,20년미만,2020,06,50,유통
4221,경북,7년미만,2020,06,100,유통
4222,경북,5년미만,2020,06,100,기타
4223,경북,1년미만,2020,06,60,유통
4224,경북,20년이상,2020,06,150,기계
4225,경북,20년이상,2020,06,150,기계
4226,경북,20년미만,2020,06,150,기계
4227,경북,20년이상,2020,06,500,기계
4228,경북,20년이상,2020,06,150,기계
4229,경북,20년이상,2020,06,300,기계
4230,경북,10년미만,2020,06,100,식료
4231,경북,3년미만,2020,06,200,식료
4232,경북,20년미만,2020,06,200,식료
4233,경북,7년미만,2020,06,100,식료
4234,경북,20년이상,2020,06,100,섬유
4235,경북,20년이상,2020,06,150,섬유
4236,경북,20년이상,2020,06,300,섬유
4237,경북,20년이상,2020,06,300,섬유
4238,경북,7년미만,2020,06,350,기타
4239,경북,5년미만,2020,06,500,기타
4240,대구,5년미만,2020,06,80,기타
4241,대구,20년이상,2020,06,300,섬유
4242,대구,15년미만,2020,06,50,기타
4243,대구,10년미만,2020,06,100,기타
4244,대구,20년미만,2020,06,100,금속
4245,대구,20년이상,2020,06,50,전기
4246,대구,7년미만,2020,06,100,유통
4247,대구,15년미만,2020,06,100,유통
4248,대구,20년미만,2020,06,100,기타
4249,대구,3년미만,2020,06,70,기타
4250,대구,15년미만,2020,06,300,기타
4251,대구,15년미만,2020,06,300,기타
4252,대구,20년미만,2020,06,100,기타
4253,대구,3년미만,2020,06,50,기타
4254,대구,20년미만,2020,06,200,기타
4255,대구,15년미만,2020,06,200,기타
4256,대구,15년미만,2020,06,50,섬유
4257,대구,1년미만,2020,06,50,섬유
4258,대구,15년미만,2020,06,50,기타
4259,서울,5년미만,2020,06,150,유통
4260,울산,15년미만,2020,06,100,금속
4261,울산,10년미만,2020,06,100,기계
4262,울산,20년이상,2020,06,100,기계
4263,인천,20년미만,2020,06,150,금속
4264,전남,3년미만,2020,06,250,기타
4265,전남,1년미만,2020,06,300,기타
4266,전남,5년미만,2020,06,40,기타
4267,전북,5년미만,2020,06,200,기타
4268,전북,1년미만,2020,06,150,섬유
4269,전북,5년미만,2020,06,150,기타
4270,전북,7년미만,2020,06,50,기타
4271,전북,3년미만,2020,06,100,기계
4272,전북,15년미만,2020,06,200,기타
4273,전북,20년미만,2020,06,100,기타
