일련번호,지역,업력,대출년도,대출월,대출금액(백만원),업종
1,강원,20년이상,2020,02,200,전자
2,강원,20년미만,2020,02,300,화공
3,강원,10년미만,2020,02,200,전기
4,강원,15년미만,2020,02,290,화공
5,강원,7년미만,2020,02,300,기타
6,강원,20년미만,2020,02,100,기타
7,강원,15년미만,2020,02,500,화공
8,강원,20년이상,2020,02,200,기타
9,경기,15년미만,2020,02,100,화공
10,경기,20년이상,2020,02,700,화공
11,경기,20년이상,2020,02,500,섬유
12,경기,20년미만,2020,02,500,섬유
13,경기,20년미만,2020,02,300,섬유
14,경기,7년미만,2020,02,150,전자
15,경기,20년이상,2020,02,100,기타
16,경기,20년미만,2020,02,200,유통
17,경기,10년미만,2020,02,200,유통
18,경기,10년미만,2020,02,150,유통
19,경기,20년이상,2020,02,300,전기
20,경기,15년미만,2020,02,300,전자
21,경기,10년미만,2020,02,150,금속
22,경기,10년미만,2020,02,300,화공
23,경기,15년미만,2020,02,700,화공
24,경남,10년미만,2020,02,200,기계
25,경남,20년이상,2020,02,200,기계
26,경남,20년이상,2020,02,300,기계
27,경남,20년미만,2020,02,200,기계
28,경남,5년미만,2020,02,300,기타
29,경남,10년미만,2020,02,200,기계
30,경남,15년미만,2020,02,100,금속
31,경남,20년이상,2020,02,300,금속
32,경남,20년미만,2020,02,100,화공
33,경남,5년미만,2020,02,100,유통
34,경남,15년미만,2020,02,300,기계
35,경남,7년미만,2020,02,269,화공
36,경남,20년미만,2020,02,200,화공
37,경남,10년미만,2020,02,200,화공
38,경남,20년미만,2020,02,100,잡화
39,경북,20년이상,2020,02,500,섬유
40,경북,10년미만,2020,02,200,화공
41,경북,10년미만,2020,02,200,기계
42,경북,15년미만,2020,02,200,기계
43,경북,15년미만,2020,02,100,화공
44,경북,7년미만,2020,02,200,화공
45,경북,7년미만,2020,02,100,기계
46,경북,20년이상,2020,02,300,기계
47,경북,20년이상,2020,02,300,기계
48,경북,5년미만,2020,02,200,유통
49,광주,20년미만,2020,02,200,기타
50,대구,20년미만,2020,02,200,섬유
51,대구,20년미만,2020,02,500,섬유
52,대전,20년이상,2020,02,500,기계
53,대전,15년미만,2020,02,500,섬유
54,부산,10년미만,2020,02,300,기타
55,부산,3년미만,2020,02,130,기타
56,부산,10년미만,2020,02,100,기타
57,부산,7년미만,2020,02,470,유통
58,부산,7년미만,2020,02,300,유통
59,부산,5년미만,2020,02,70,유통
60,부산,15년미만,2020,02,100,기계
61,부산,20년이상,2020,02,500,금속
62,부산,7년미만,2020,02,300,잡화
63,서울,10년미만,2020,02,200,기타
64,서울,10년미만,2020,02,250,섬유
65,서울,20년이상,2020,02,500,섬유
66,서울,10년미만,2020,02,200,섬유
67,서울,5년미만,2020,02,100,섬유
68,서울,15년미만,2020,02,100,화공
69,서울,10년미만,2020,02,100,화공
70,서울,20년이상,2020,02,200,전자
71,서울,20년미만,2020,02,400,전자
72,서울,15년미만,2020,02,100,유통
73,서울,15년미만,2020,02,150,유통
74,서울,3년미만,2020,02,100,유통
75,서울,20년이상,2020,02,500,기타
76,서울,5년미만,2020,02,200,기타
77,서울,3년미만,2020,02,150,기타
78,서울,20년이상,2020,02,500,기타
79,서울,15년미만,2020,02,200,유통
80,서울,15년미만,2020,02,250,유통
81,서울,20년이상,2020,02,300,유통
82,서울,5년미만,2020,02,130,유통
83,서울,7년미만,2020,02,300,유통
84,서울,15년미만,2020,02,200,유통
85,서울,15년미만,2020,02,200,기타
86,서울,15년미만,2020,02,300,기타
87,서울,3년미만,2020,02,200,기타
88,서울,7년미만,2020,02,70,기타
89,서울,5년미만,2020,02,150,정보
90,서울,1년미만,2020,02,100,정보
91,울산,10년미만,2020,02,200,기계
92,울산,1년미만,2020,02,50,기타
93,울산,3년미만,2020,02,150,기계
94,울산,20년이상,2020,02,200,기계
95,울산,10년미만,2020,02,150,기계
96,울산,20년미만,2020,02,200,기계
97,인천,20년미만,2020,02,150,기타
98,인천,15년미만,2020,02,300,기타
99,인천,20년미만,2020,02,150,전자
100,인천,20년이상,2020,02,150,기타
101,인천,10년미만,2020,02,100,유통
102,인천,10년미만,2020,02,200,유통
103,인천,5년미만,2020,02,50,기타
104,전남,15년미만,2020,02,300,유통
105,전남,10년미만,2020,02,150,금속
106,전남,20년미만,2020,02,100,화공
107,전남,5년미만,2020,02,200,섬유
108,전남,15년미만,2020,02,300,식료
109,전남,10년미만,2020,02,300,기타
110,전북,20년미만,2020,02,100,기타
111,전북,7년미만,2020,02,300,기타
112,전북,10년미만,2020,02,750,기타
113,전북,15년미만,2020,02,200,식료
114,전북,3년미만,2020,02,200,유통
115,전북,10년미만,2020,02,200,화공
116,전북,15년미만,2020,02,50,기타
117,전북,20년이상,2020,02,500,기계
118,전북,20년이상,2020,02,700,기계
119,전북,10년미만,2020,02,500,기타
120,전북,10년미만,2020,02,650,기계
121,전북,20년이상,2020,02,1000,기계
122,전북,10년미만,2020,02,300,기계
123,제주,10년미만,2020,02,200,기타
124,충남,3년미만,2020,02,200,기계
125,충남,10년미만,2020,02,300,화공
126,충남,20년이상,2020,02,200,기계
127,충북,10년미만,2020,02,200,기계
128,충북,20년이상,2020,02,500,식료
129,충북,20년이상,2020,02,300,기계
130,충북,15년미만,2020,02,200,화공
131,충북,15년미만,2020,02,1000,금속
132,충북,7년미만,2020,02,200,전자
133,충북,10년미만,2020,02,200,기계
134,강원,20년이상,2020,03,300,기타
135,강원,15년미만,2020,03,50,기타
136,강원,20년이상,2020,03,200,유통
137,강원,10년미만,2020,03,100,기타
138,강원,5년미만,2020,03,300,기타
139,강원,7년미만,2020,03,500,기타
140,강원,20년이상,2020,03,100,유통
141,강원,20년이상,2020,03,500,기타
142,강원,3년미만,2020,03,200,식료
143,강원,10년미만,2020,03,300,기계
144,강원,20년미만,2020,03,500,기계
145,강원,5년미만,2020,03,100,식료
146,강원,5년미만,2020,03,100,식료
147,강원,20년미만,2020,03,200,섬유
148,강원,20년이상,2020,03,200,식료
149,강원,3년미만,2020,03,100,식료
150,강원,7년미만,2020,03,200,식료
151,강원,7년미만,2020,03,200,식료
152,강원,20년미만,2020,03,300,식료
153,강원,20년이상,2020,03,50,식료
154,강원,15년미만,2020,03,200,화공
155,강원,20년미만,2020,03,200,화공
156,강원,15년미만,2020,03,300,화공
157,강원,15년미만,2020,03,200,유통
158,강원,20년이상,2020,03,300,기계
159,강원,20년미만,2020,03,200,전자
160,강원,20년미만,2020,03,200,전자
161,강원,15년미만,2020,03,500,전자
162,강원,7년미만,2020,03,100,유통
163,강원,3년미만,2020,03,200,유통
164,강원,10년미만,2020,03,100,기타
165,강원,15년미만,2020,03,150,기타
166,강원,10년미만,2020,03,500,기타
167,강원,20년이상,2020,03,300,기타
168,강원,20년미만,2020,03,200,기타
169,강원,3년미만,2020,03,200,기타
170,강원,15년미만,2020,03,200,기타
171,강원,20년미만,2020,03,300,기타
172,강원,15년미만,2020,03,150,기타
173,강원,10년미만,2020,03,100,기타
174,경기,15년미만,2020,03,100,유통
175,경기,15년미만,2020,03,200,유통
176,경기,20년이상,2020,03,150,기타
177,경기,7년미만,2020,03,50,기타
178,경기,20년이상,2020,03,100,기타
179,경기,3년미만,2020,03,50,기타
180,경기,1년미만,2020,03,200,기타
181,경기,15년미만,2020,03,100,기타
182,경기,3년미만,2020,03,50,기타
183,경기,3년미만,2020,03,50,기타
184,경기,3년미만,2020,03,100,기타
185,경기,3년미만,2020,03,100,기타
186,경기,3년미만,2020,03,500,기타
187,경기,7년미만,2020,03,300,기타
188,경기,3년미만,2020,03,300,기타
189,경기,10년미만,2020,03,150,기타
190,경기,10년미만,2020,03,300,기타
191,경기,7년미만,2020,03,200,기타
192,경기,10년미만,2020,03,300,기타
193,경기,7년미만,2020,03,300,기타
194,경기,20년미만,2020,03,100,기타
195,경기,5년미만,2020,03,100,기타
196,경기,10년미만,2020,03,150,기타
197,경기,15년미만,2020,03,50,기타
198,경기,20년미만,2020,03,100,기타
199,경기,15년미만,2020,03,300,기타
200,경기,7년미만,2020,03,80,기타
201,경기,5년미만,2020,03,100,기타
202,경기,3년미만,2020,03,500,기타
203,경기,10년미만,2020,03,500,기타
204,경기,1년미만,2020,03,500,기타
205,경기,15년미만,2020,03,1000,기타
206,경기,1년미만,2020,03,200,기타
207,경기,15년미만,2020,03,500,기타
208,경기,15년미만,2020,03,700,기타
209,경기,3년미만,2020,03,300,기타
210,경기,7년미만,2020,03,500,기타
211,경기,3년미만,2020,03,50,기타
212,경기,20년이상,2020,03,300,기타
213,경기,1년미만,2020,03,50,기타
214,경기,10년미만,2020,03,100,기타
215,경기,3년미만,2020,03,100,기타
216,경기,15년미만,2020,03,50,기타
217,경기,15년미만,2020,03,100,기타
218,경기,5년미만,2020,03,100,기타
219,경기,10년미만,2020,03,150,기타
220,경기,15년미만,2020,03,200,기계
221,경기,10년미만,2020,03,500,기계
222,경기,15년미만,2020,03,300,기계
223,경기,20년이상,2020,03,150,기계
224,경기,10년미만,2020,03,200,기계
225,경기,20년이상,2020,03,150,기계
226,경기,20년미만,2020,03,300,전자
227,경기,3년미만,2020,03,100,전자
228,경기,10년미만,2020,03,150,전자
229,경기,15년미만,2020,03,500,전자
230,경기,20년미만,2020,03,400,전자
231,경기,20년미만,2020,03,200,전자
232,경기,10년미만,2020,03,100,전자
233,경기,20년미만,2020,03,50,전자
234,경기,7년미만,2020,03,100,전자
235,경기,20년이상,2020,03,300,전자
236,경기,7년미만,2020,03,150,전자
237,경기,20년미만,2020,03,400,전자
238,경기,15년미만,2020,03,100,전자
239,경기,15년미만,2020,03,100,기타
240,경기,3년미만,2020,03,200,기타
241,경기,10년미만,2020,03,100,기타
242,경기,5년미만,2020,03,400,유통
243,경기,10년미만,2020,03,100,유통
244,경기,3년미만,2020,03,50,유통
245,경기,15년미만,2020,03,50,유통
246,경기,7년미만,2020,03,100,유통
247,경기,10년미만,2020,03,50,유통
248,경기,10년미만,2020,03,100,유통
249,경기,5년미만,2020,03,200,유통
250,경기,20년이상,2020,03,600,유통
251,경기,10년미만,2020,03,200,유통
252,경기,20년이상,2020,03,100,유통
253,경기,10년미만,2020,03,250,유통
254,경기,20년미만,2020,03,150,유통
255,경기,20년미만,2020,03,200,유통
256,경기,5년미만,2020,03,100,유통
257,경기,5년미만,2020,03,100,유통
258,경기,5년미만,2020,03,200,유통
259,경기,15년미만,2020,03,500,유통
260,경기,3년미만,2020,03,300,유통
261,경기,5년미만,2020,03,100,유통
262,경기,20년미만,2020,03,300,유통
263,경기,10년미만,2020,03,300,유통
264,경기,20년미만,2020,03,200,유통
265,경기,15년미만,2020,03,50,유통
266,경기,15년미만,2020,03,200,유통
267,경기,5년미만,2020,03,300,유통
268,경기,15년미만,2020,03,300,유통
269,경기,7년미만,2020,03,100,유통
270,경기,5년미만,2020,03,150,유통
271,경기,3년미만,2020,03,150,유통
272,경기,5년미만,2020,03,100,유통
273,경기,7년미만,2020,03,100,유통
274,경기,20년이상,2020,03,300,기계
275,경기,20년이상,2020,03,500,기계
276,경기,7년미만,2020,03,50,기계
277,경기,15년미만,2020,03,150,기계
278,경기,20년미만,2020,03,500,기계
279,경기,20년미만,2020,03,200,기계
280,경기,10년미만,2020,03,100,유통
281,경기,3년미만,2020,03,70,유통
282,경기,5년미만,2020,03,100,유통
283,경기,20년이상,2020,03,300,유통
284,경기,3년미만,2020,03,50,금속
285,경기,20년이상,2020,03,70,금속
286,경기,20년미만,2020,03,150,금속
287,경기,20년미만,2020,03,200,금속
288,경기,5년미만,2020,03,100,금속
289,경기,20년미만,2020,03,300,전자
290,경기,20년미만,2020,03,300,전자
291,경기,20년이상,2020,03,200,전자
292,경기,20년미만,2020,03,200,전자
293,경기,5년미만,2020,03,300,전자
294,경기,15년미만,2020,03,250,전자
295,경기,15년미만,2020,03,500,전자
296,경기,10년미만,2020,03,200,전자
297,경기,20년이상,2020,03,300,전자
298,경기,20년미만,2020,03,500,전자
299,경기,3년미만,2020,03,150,전자
300,경기,10년미만,2020,03,200,전자
301,경기,3년미만,2020,03,50,전자
302,경기,20년이상,2020,03,300,전자
303,경기,20년이상,2020,03,70,전자
304,경기,10년미만,2020,03,300,전자
305,경기,15년미만,2020,03,300,전자
306,경기,10년미만,2020,03,100,전자
307,경기,7년미만,2020,03,50,전자
308,경기,3년미만,2020,03,50,전자
309,경기,15년미만,2020,03,250,전자
310,경기,7년미만,2020,03,150,전자
311,경기,15년미만,2020,03,500,전자
312,경기,15년미만,2020,03,100,전자
313,경기,10년미만,2020,03,500,전자
314,경기,20년이상,2020,03,200,전자
315,경기,10년미만,2020,03,200,전자
316,경기,10년미만,2020,03,200,전자
317,경기,20년이상,2020,03,500,금속
318,경기,15년미만,2020,03,100,금속
319,경기,20년이상,2020,03,100,금속
320,경기,15년미만,2020,03,100,유통
321,경기,5년미만,2020,03,200,유통
322,경기,20년이상,2020,03,200,유통
323,경기,20년미만,2020,03,300,전기
324,경기,20년미만,2020,03,200,전기
325,경기,7년미만,2020,03,200,전기
326,경기,7년미만,2020,03,100,전기
327,경기,20년미만,2020,03,150,전기
328,경기,20년미만,2020,03,300,전기
329,경기,15년미만,2020,03,400,전기
330,경기,5년미만,2020,03,100,전기
331,경기,20년미만,2020,03,70,전기
332,경기,7년미만,2020,03,100,전기
333,경기,5년미만,2020,03,200,전기
334,경기,15년미만,2020,03,200,전기
335,경기,10년미만,2020,03,100,전기
336,경기,10년미만,2020,03,300,전기
337,경기,10년미만,2020,03,100,전기
338,경기,7년미만,2020,03,200,전기
339,경기,20년미만,2020,03,200,전기
340,경기,20년이상,2020,03,500,전기
341,경기,15년미만,2020,03,100,전기
342,경기,10년미만,2020,03,100,전기
343,경기,20년이상,2020,03,200,기계
344,경기,3년미만,2020,03,100,기계
345,경기,20년미만,2020,03,100,기계
346,경기,20년이상,2020,03,200,기계
347,경기,20년미만,2020,03,100,기계
348,경기,3년미만,2020,03,200,화공
349,경기,3년미만,2020,03,100,화공
350,경기,10년미만,2020,03,100,화공
351,경기,20년미만,2020,03,300,화공
352,경기,10년미만,2020,03,150,화공
353,경기,20년미만,2020,03,300,화공
354,경기,20년이상,2020,03,250,화공
355,경기,15년미만,2020,03,200,화공
356,경기,10년미만,2020,03,100,잡화
357,경기,20년이상,2020,03,200,잡화
358,경기,20년미만,2020,03,300,잡화
359,경기,7년미만,2020,03,50,잡화
360,경기,7년미만,2020,03,100,잡화
361,경기,20년이상,2020,03,500,잡화
362,경기,7년미만,2020,03,150,잡화
363,경기,10년미만,2020,03,100,잡화
364,경기,7년미만,2020,03,200,잡화
365,경기,15년미만,2020,03,50,잡화
366,경기,7년미만,2020,03,200,금속
367,경기,20년미만,2020,03,200,금속
368,경기,3년미만,2020,03,30,금속
369,경기,10년미만,2020,03,100,금속
370,경기,10년미만,2020,03,50,금속
371,경기,15년미만,2020,03,150,금속
372,경기,10년미만,2020,03,200,금속
373,경기,3년미만,2020,03,100,금속
374,경기,20년미만,2020,03,70,금속
375,경기,20년미만,2020,03,200,금속
376,경기,15년미만,2020,03,100,금속
377,경기,7년미만,2020,03,300,금속
378,경기,10년미만,2020,03,200,화공
379,경기,10년미만,2020,03,150,화공
380,경기,15년미만,2020,03,100,잡화
381,경기,20년이상,2020,03,120,잡화
382,경기,7년미만,2020,03,80,잡화
383,경기,15년미만,2020,03,200,잡화
384,경기,3년미만,2020,03,100,잡화
385,경기,20년이상,2020,03,400,잡화
386,경기,15년미만,2020,03,200,금속
387,경기,3년미만,2020,03,80,금속
388,경기,20년미만,2020,03,500,금속
389,경기,15년미만,2020,03,400,금속
390,경기,15년미만,2020,03,100,금속
391,경기,15년미만,2020,03,400,금속
392,경기,5년미만,2020,03,50,금속
393,경기,20년미만,2020,03,200,금속
394,경기,3년미만,2020,03,200,금속
395,경기,20년미만,2020,03,300,금속
396,경기,3년미만,2020,03,200,금속
397,경기,15년미만,2020,03,200,금속
398,경기,15년미만,2020,03,100,금속
399,경기,10년미만,2020,03,200,금속
400,경기,20년이상,2020,03,300,전자
401,경기,10년미만,2020,03,50,전자
402,경기,10년미만,2020,03,300,전기
403,경기,1년미만,2020,03,100,전기
404,경기,20년미만,2020,03,200,전기
405,경기,20년미만,2020,03,100,전기
406,경기,20년이상,2020,03,200,전기
407,경기,15년미만,2020,03,300,전기
408,경기,15년미만,2020,03,200,전기
409,경기,20년이상,2020,03,300,전기
410,경기,10년미만,2020,03,150,전기
411,경기,15년미만,2020,03,300,금속
412,경기,10년미만,2020,03,200,잡화
413,경기,20년이상,2020,03,200,잡화
414,경기,20년미만,2020,03,150,잡화
415,경기,10년미만,2020,03,200,기타
416,경기,10년미만,2020,03,300,기타
417,경기,5년미만,2020,03,300,잡화
418,경기,10년미만,2020,03,50,잡화
419,경기,3년미만,2020,03,200,잡화
420,경기,1년미만,2020,03,100,잡화
421,경기,20년이상,2020,03,200,잡화
422,경기,15년미만,2020,03,200,화공
423,경기,20년이상,2020,03,200,화공
424,경기,5년미만,2020,03,50,화공
425,경기,10년미만,2020,03,150,화공
426,경기,15년미만,2020,03,500,화공
427,경기,10년미만,2020,03,100,화공
428,경기,5년미만,2020,03,100,화공
429,경기,3년미만,2020,03,200,화공
430,경기,15년미만,2020,03,100,섬유
431,경기,20년미만,2020,03,80,섬유
432,경기,20년이상,2020,03,500,섬유
433,경기,10년미만,2020,03,200,섬유
434,경기,7년미만,2020,03,100,섬유
435,경기,5년미만,2020,03,50,섬유
436,경기,5년미만,2020,03,200,섬유
437,경기,5년미만,2020,03,150,섬유
438,경기,20년이상,2020,03,200,섬유
439,경기,5년미만,2020,03,100,섬유
440,경기,20년미만,2020,03,300,섬유
441,경기,20년미만,2020,03,150,섬유
442,경기,3년미만,2020,03,200,섬유
443,경기,15년미만,2020,03,200,섬유
444,경기,7년미만,2020,03,100,섬유
445,경기,7년미만,2020,03,50,섬유
446,경기,5년미만,2020,03,50,섬유
447,경기,5년미만,2020,03,200,섬유
448,경기,15년미만,2020,03,50,섬유
449,경기,7년미만,2020,03,50,섬유
450,경기,10년미만,2020,03,50,식료
451,경기,5년미만,2020,03,70,식료
452,경기,5년미만,2020,03,100,식료
453,경기,10년미만,2020,03,50,식료
454,경기,20년미만,2020,03,70,식료
455,경기,20년이상,2020,03,700,식료
456,경기,10년미만,2020,03,50,식료
457,경기,5년미만,2020,03,200,식료
458,경기,20년미만,2020,03,200,식료
459,경기,3년미만,2020,03,70,식료
460,경기,5년미만,2020,03,300,식료
461,경기,5년미만,2020,03,100,금속
462,경기,10년미만,2020,03,100,금속
463,경기,7년미만,2020,03,100,금속
464,경기,20년이상,2020,03,50,금속
465,경기,7년미만,2020,03,100,화공
466,경기,10년미만,2020,03,100,화공
467,경기,20년미만,2020,03,500,화공
468,경기,15년미만,2020,03,200,화공
469,경기,20년이상,2020,03,300,화공
470,경기,7년미만,2020,03,500,화공
471,경기,10년미만,2020,03,100,화공
472,경기,20년이상,2020,03,500,화공
473,경기,15년미만,2020,03,300,화공
474,경기,15년미만,2020,03,300,화공
475,경기,10년미만,2020,03,50,화공
476,경기,10년미만,2020,03,200,유통
477,경기,3년미만,2020,03,300,유통
478,경기,20년이상,2020,03,200,유통
479,경기,20년미만,2020,03,70,유통
480,경기,7년미만,2020,03,50,기타
481,경기,3년미만,2020,03,50,기타
482,경기,15년미만,2020,03,100,기타
483,경기,15년미만,2020,03,50,식료
484,경기,10년미만,2020,03,300,기계
485,경기,20년이상,2020,03,400,기계
486,경기,10년미만,2020,03,300,기계
487,경기,10년미만,2020,03,300,기계
488,경기,20년미만,2020,03,100,기계
489,경기,20년이상,2020,03,100,기계
490,경기,10년미만,2020,03,500,기계
491,경기,5년미만,2020,03,100,기계
492,경기,15년미만,2020,03,300,잡화
493,경기,3년미만,2020,03,100,기계
494,경기,10년미만,2020,03,200,기계
495,경기,7년미만,2020,03,300,기계
496,경기,5년미만,2020,03,100,기계
497,경기,3년미만,2020,03,150,기계
498,경기,3년미만,2020,03,100,기계
499,경기,20년이상,2020,03,300,기계
500,경기,3년미만,2020,03,50,기계
501,경기,20년미만,2020,03,150,기계
502,경기,5년미만,2020,03,50,기계
503,경기,3년미만,2020,03,100,기계
504,경기,10년미만,2020,03,200,기계
505,경기,20년이상,2020,03,100,기계
506,경기,10년미만,2020,03,200,기계
507,경기,15년미만,2020,03,300,기계
508,경기,1년미만,2020,03,70,섬유
509,경기,7년미만,2020,03,50,섬유
510,경기,20년미만,2020,03,100,섬유
511,경기,20년미만,2020,03,300,섬유
512,경기,5년미만,2020,03,50,섬유
513,경기,3년미만,2020,03,50,식료
514,경기,20년미만,2020,03,200,식료
515,경기,15년미만,2020,03,200,식료
516,경기,3년미만,2020,03,100,식료
517,경기,5년미만,2020,03,100,식료
518,경기,20년미만,2020,03,200,식료
519,경기,15년미만,2020,03,500,식료
520,경기,15년미만,2020,03,300,식료
521,경기,5년미만,2020,03,50,식료
522,경기,3년미만,2020,03,200,식료
523,경기,15년미만,2020,03,300,식료
524,경기,10년미만,2020,03,100,식료
525,경기,3년미만,2020,03,300,식료
526,경기,7년미만,2020,03,50,식료
527,경기,20년미만,2020,03,200,식료
528,경기,20년미만,2020,03,50,식료
529,경기,10년미만,2020,03,500,식료
530,경기,20년미만,2020,03,400,식료
531,경기,5년미만,2020,03,100,잡화
532,경기,7년미만,2020,03,100,잡화
533,경기,20년이상,2020,03,200,잡화
534,경기,5년미만,2020,03,50,잡화
535,경기,15년미만,2020,03,300,잡화
536,경기,20년이상,2020,03,100,잡화
537,경기,5년미만,2020,03,50,잡화
538,경기,5년미만,2020,03,100,잡화
539,경기,15년미만,2020,03,150,잡화
540,경기,20년미만,2020,03,200,유통
541,경기,15년미만,2020,03,70,기타
542,경기,7년미만,2020,03,100,기타
543,경기,7년미만,2020,03,200,기타
544,경기,7년미만,2020,03,200,기타
545,경기,3년미만,2020,03,50,기타
546,경기,20년미만,2020,03,80,기타
547,경기,3년미만,2020,03,100,기타
548,경기,10년미만,2020,03,70,기타
549,경기,5년미만,2020,03,100,기타
550,경기,7년미만,2020,03,100,기타
551,경기,5년미만,2020,03,50,기타
552,경기,20년이상,2020,03,150,기타
553,경기,10년미만,2020,03,50,기타
554,경기,5년미만,2020,03,100,기타
555,경기,20년미만,2020,03,300,유통
556,경기,20년이상,2020,03,300,유통
557,경기,20년이상,2020,03,300,유통
558,경기,10년미만,2020,03,50,유통
559,경기,10년미만,2020,03,300,유통
560,경기,3년미만,2020,03,50,유통
561,경기,15년미만,2020,03,200,유통
562,경기,15년미만,2020,03,200,유통
563,경기,15년미만,2020,03,200,유통
564,경기,5년미만,2020,03,300,유통
565,경기,10년미만,2020,03,200,유통
566,경기,5년미만,2020,03,100,유통
567,경기,10년미만,2020,03,200,유통
568,경기,10년미만,2020,03,100,유통
569,경기,5년미만,2020,03,200,기계
570,경기,10년미만,2020,03,100,정보
571,경기,20년미만,2020,03,150,정보
572,경기,10년미만,2020,03,50,정보
573,경기,3년미만,2020,03,30,정보
574,경기,10년미만,2020,03,50,정보
575,경기,20년미만,2020,03,500,정보
576,경기,1년미만,2020,03,100,기계
577,경기,15년미만,2020,03,200,기계
578,경기,10년미만,2020,03,250,기계
579,경기,15년미만,2020,03,300,기계
580,경기,20년이상,2020,03,500,기계
581,경기,10년미만,2020,03,250,기계
582,경기,5년미만,2020,03,150,기계
583,경기,20년이상,2020,03,500,기계
584,경기,15년미만,2020,03,500,기계
585,경기,7년미만,2020,03,80,기계
586,경기,10년미만,2020,03,500,기계
587,경기,20년이상,2020,03,150,기계
588,경기,5년미만,2020,03,400,기계
589,경기,10년미만,2020,03,500,기계
590,경기,3년미만,2020,03,50,기계
591,경기,5년미만,2020,03,100,기타
592,경기,5년미만,2020,03,100,기타
593,경기,1년미만,2020,03,200,기타
594,경기,7년미만,2020,03,100,기타
595,경기,3년미만,2020,03,200,기타
596,경기,1년미만,2020,03,50,기타
597,경기,7년미만,2020,03,200,기타
598,경기,10년미만,2020,03,200,기타
599,경기,10년미만,2020,03,100,기타
600,경기,10년미만,2020,03,100,기타
601,경기,1년미만,2020,03,200,기타
602,경기,7년미만,2020,03,200,유통
603,경기,3년미만,2020,03,100,유통
604,경남,10년미만,2020,03,300,유통
605,경남,20년이상,2020,03,300,기타
606,경남,20년미만,2020,03,200,기타
607,경남,15년미만,2020,03,500,유통
608,경남,20년이상,2020,03,100,유통
609,경남,20년이상,2020,03,230,정보
610,경남,10년미만,2020,03,200,기계
611,경남,10년미만,2020,03,100,기계
612,경남,20년미만,2020,03,200,기타
613,경남,7년미만,2020,03,300,기타
614,경남,20년미만,2020,03,100,기타
615,경남,10년미만,2020,03,100,기타
616,경남,3년미만,2020,03,100,기타
617,경남,5년미만,2020,03,200,유통
618,경남,7년미만,2020,03,300,기계
619,경남,20년이상,2020,03,300,기계
620,경남,20년이상,2020,03,250,기계
621,경남,10년미만,2020,03,200,기계
622,경남,5년미만,2020,03,200,기계
623,경남,1년미만,2020,03,100,기계
624,경남,20년미만,2020,03,300,기계
625,경남,20년미만,2020,03,100,식료
626,경남,10년미만,2020,03,200,식료
627,경남,3년미만,2020,03,200,식료
628,경남,10년미만,2020,03,200,잡화
629,경남,5년미만,2020,03,100,기타
630,경남,7년미만,2020,03,200,기타
631,경남,20년미만,2020,03,150,기타
632,경남,20년미만,2020,03,100,기타
633,경남,5년미만,2020,03,100,기타
634,경남,20년이상,2020,03,100,화공
635,경남,20년미만,2020,03,250,식료
636,경남,3년미만,2020,03,300,식료
637,경남,20년이상,2020,03,200,금속
638,경남,3년미만,2020,03,200,금속
639,경남,3년미만,2020,03,100,금속
640,경남,20년이상,2020,03,300,금속
641,경남,15년미만,2020,03,200,화공
642,경남,20년이상,2020,03,100,화공
643,경남,20년이상,2020,03,200,화공
644,경남,15년미만,2020,03,100,화공
645,경남,7년미만,2020,03,100,화공
646,경남,20년이상,2020,03,100,화공
647,경남,20년이상,2020,03,300,화공
648,경남,20년미만,2020,03,100,화공
649,경남,7년미만,2020,03,100,화공
650,경남,20년미만,2020,03,200,화공
651,경남,10년미만,2020,03,100,잡화
652,경남,3년미만,2020,03,100,금속
653,경남,7년미만,2020,03,100,금속
654,경남,20년미만,2020,03,300,금속
655,경남,15년미만,2020,03,70,금속
656,경남,10년미만,2020,03,50,금속
657,경남,10년미만,2020,03,100,금속
658,경남,20년이상,2020,03,300,금속
659,경남,15년미만,2020,03,300,금속
660,경남,20년미만,2020,03,200,금속
661,경남,5년미만,2020,03,100,금속
662,경남,15년미만,2020,03,50,금속
663,경남,20년이상,2020,03,200,잡화
664,경남,10년미만,2020,03,200,금속
665,경남,15년미만,2020,03,100,금속
666,경남,20년미만,2020,03,500,금속
667,경남,10년미만,2020,03,100,금속
668,경남,20년미만,2020,03,100,전기
669,경남,10년미만,2020,03,100,전기
670,경남,15년미만,2020,03,200,금속
671,경남,3년미만,2020,03,200,금속
672,경남,5년미만,2020,03,50,금속
673,경남,20년이상,2020,03,150,금속
674,경남,20년이상,2020,03,100,금속
675,경남,20년이상,2020,03,50,금속
676,경남,3년미만,2020,03,200,유통
677,경남,15년미만,2020,03,200,기계
678,경남,20년미만,2020,03,100,기계
679,경남,10년미만,2020,03,300,기계
680,경남,5년미만,2020,03,100,전자
681,경남,20년미만,2020,03,150,전자
682,경남,7년미만,2020,03,100,유통
683,경남,7년미만,2020,03,100,유통
684,경남,5년미만,2020,03,200,유통
685,경남,5년미만,2020,03,150,유통
686,경남,15년미만,2020,03,100,유통
687,경남,7년미만,2020,03,200,유통
688,경남,10년미만,2020,03,50,기타
689,경남,10년미만,2020,03,100,유통
690,경남,20년미만,2020,03,100,유통
691,경남,15년미만,2020,03,150,기계
692,경남,20년이상,2020,03,250,기계
693,경남,15년미만,2020,03,300,기계
694,경남,10년미만,2020,03,150,기타
